COLUMN_NAME	DATA_TYPE	TABLE_NAME	FILE	CATEGORY
new_name	varchar	hrm.department_histories	03_department_histories.sql	text_strings
new_parent_id	uuid	hrm.department_histories	03_department_histories.sql	identifiers
old_code	varchar	hrm.department_histories	03_department_histories.sql	identifiers
old_dept_type	varchar	hrm.department_histories	03_department_histories.sql	status_workflow
old_manager_id	uuid	hrm.department_histories	03_department_histories.sql	identifiers
old_name	varchar	hrm.department_histories	03_department_histories.sql	text_strings
old_parent_id	uuid	hrm.department_histories	03_department_histories.sql	identifiers
order_document	text	hrm.department_histories	03_department_histories.sql	uncategorized
order_number	varchar	hrm.department_histories	03_department_histories.sql	identifiers
status	varchar	hrm.department_histories	03_department_histories.sql	status_workflow
updated_at	timestamp	hrm.department_histories	03_department_histories.sql	temporal
updated_by	uuid	hrm.department_histories	03_department_histories.sql	audit
COALESCE(from_location_id,	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
COALESCE(to_location_id,	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
ON	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
ON	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
ON	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
ON	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
ON	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
REFERENCES	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
REFERENCES	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
REFERENCES	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
REFERENCES	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
REFERENCES	other	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
completed_at	timestamp	ivm.inventory_transfers	03_inventory_transfers.sql	temporal
created_at	timestamp	ivm.inventory_transfers	03_inventory_transfers.sql	temporal
created_by	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	audit
from_location_id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers,relations
from_warehouse_id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers,relations
from_warehouse_id	other	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers,relations
id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers
lot_number	varchar	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers
notes	text	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
product_id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers
qty	integer	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
reason	text	ivm.inventory_transfers	03_inventory_transfers.sql	uncategorized
serial_number	varchar	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers
started_at	timestamp	ivm.inventory_transfers	03_inventory_transfers.sql	temporal
status	varchar	ivm.inventory_transfers	03_inventory_transfers.sql	status_workflow
to_location_id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers,relations
to_warehouse_id	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers,relations
transfer_code	varchar	ivm.inventory_transfers	03_inventory_transfers.sql	identifiers
transfer_date	date	ivm.inventory_transfers	03_inventory_transfers.sql	temporal
updated_at	timestamp	ivm.inventory_transfers	03_inventory_transfers.sql	temporal
updated_by	uuid	ivm.inventory_transfers	03_inventory_transfers.sql	audit
account_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
cost_center	varchar	fim.journal_entry_lines	03_journal_entry_lines.sql	uncategorized
cost_center_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
created_at	timestamp	fim.journal_entry_lines	03_journal_entry_lines.sql	temporal
created_by	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	audit
credit_amount	decimal	fim.journal_entry_lines	03_journal_entry_lines.sql	amounts_numbers
debit_amount	decimal	fim.journal_entry_lines	03_journal_entry_lines.sql	amounts_numbers
department_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
description	text	fim.journal_entry_lines	03_journal_entry_lines.sql	text_strings
id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
is_deleted	boolean	fim.journal_entry_lines	03_journal_entry_lines.sql	booleans
je_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
line_no	integer	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
partner_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
partner_type	varchar	fim.journal_entry_lines	03_journal_entry_lines.sql	status_workflow
project_code	varchar	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
project_id	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
quantity	decimal	fim.journal_entry_lines	03_journal_entry_lines.sql	uncategorized
tax_amount	decimal	fim.journal_entry_lines	03_journal_entry_lines.sql	amounts_numbers
tax_code	varchar	fim.journal_entry_lines	03_journal_entry_lines.sql	identifiers
unit_price	decimal	fim.journal_entry_lines	03_journal_entry_lines.sql	amounts_numbers
updated_at	timestamp	fim.journal_entry_lines	03_journal_entry_lines.sql	temporal
updated_by	uuid	fim.journal_entry_lines	03_journal_entry_lines.sql	audit
access_code	varchar	crm.partner_addresses	03_partner_addresses.sql	identifiers
address1	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
address2	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
address_name	varchar	crm.partner_addresses	03_partner_addresses.sql	text_strings
address_type	varchar	crm.partner_addresses	03_partner_addresses.sql	status_workflow
building	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
city	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
contact_name	varchar	crm.partner_addresses	03_partner_addresses.sql	text_strings
country_code	varchar	crm.partner_addresses	03_partner_addresses.sql	identifiers
created_at	timestamp	crm.partner_addresses	03_partner_addresses.sql	temporal
created_by	uuid	crm.partner_addresses	03_partner_addresses.sql	audit
email	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
fax	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
id	uuid	crm.partner_addresses	03_partner_addresses.sql	identifiers
instruction	text	crm.partner_addresses	03_partner_addresses.sql	uncategorized
is_billing	boolean	crm.partner_addresses	03_partner_addresses.sql	booleans
is_default	boolean	crm.partner_addresses	03_partner_addresses.sql	booleans
is_deleted	boolean	crm.partner_addresses	03_partner_addresses.sql	booleans
is_shipping	boolean	crm.partner_addresses	03_partner_addresses.sql	booleans
mobile	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
notes	text	crm.partner_addresses	03_partner_addresses.sql	uncategorized
partner_id	uuid	crm.partner_addresses	03_partner_addresses.sql	identifiers
phone	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
postcode	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
region_code	varchar	crm.partner_addresses	03_partner_addresses.sql	identifiers
state_province	varchar	crm.partner_addresses	03_partner_addresses.sql	uncategorized
status	varchar	crm.partner_addresses	03_partner_addresses.sql	status_workflow
updated_at	timestamp	crm.partner_addresses	03_partner_addresses.sql	temporal
updated_by	uuid	crm.partner_addresses	03_partner_addresses.sql	audit
action	varchar	sys.permissions	03_permissions.sql	uncategorized
created_at	timestamp	sys.permissions	03_permissions.sql	temporal
created_by	uuid	sys.permissions	03_permissions.sql	audit
description	text	sys.permissions	03_permissions.sql	text_strings
id	uuid	sys.permissions	03_permissions.sql	identifiers
is_active	boolean	sys.permissions	03_permissions.sql	booleans
module_code	varchar	sys.permissions	03_permissions.sql	identifiers
permission_code	varchar	sys.permissions	03_permissions.sql	identifiers
permission_name	varchar	sys.permissions	03_permissions.sql	text_strings
resource	varchar	sys.permissions	03_permissions.sql	uncategorized
updated_at	timestamp	sys.permissions	03_permissions.sql	temporal
updated_by	uuid	sys.permissions	03_permissions.sql	audit
ON	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
ON	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
ON	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
REFERENCES	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
REFERENCES	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
REFERENCES	other	psm.purchase_orders	03_purchase_orders.sql	uncategorized
approved_at	timestamp	psm.purchase_orders	03_purchase_orders.sql	temporal
approved_by	uuid	psm.purchase_orders	03_purchase_orders.sql	audit
created_at	timestamp	psm.purchase_orders	03_purchase_orders.sql	temporal
created_by	uuid	psm.purchase_orders	03_purchase_orders.sql	audit
currency	varchar	psm.purchase_orders	03_purchase_orders.sql	uncategorized
delivery_date	date	psm.purchase_orders	03_purchase_orders.sql	temporal
doc_date	date	psm.purchase_orders	03_purchase_orders.sql	temporal
id	uuid	psm.purchase_orders	03_purchase_orders.sql	identifiers
is_deleted	boolean	psm.purchase_orders	03_purchase_orders.sql	booleans
payment_terms	varchar	psm.purchase_orders	03_purchase_orders.sql	uncategorized
po_code	varchar	psm.purchase_orders	03_purchase_orders.sql	identifiers
status	varchar	psm.purchase_orders	03_purchase_orders.sql	status_workflow
total_amount	decimal	psm.purchase_orders	03_purchase_orders.sql	amounts_numbers
updated_at	timestamp	psm.purchase_orders	03_purchase_orders.sql	temporal
updated_by	uuid	psm.purchase_orders	03_purchase_orders.sql	audit
vendor_id	uuid	psm.purchase_orders	03_purchase_orders.sql	identifiers
warehouse_id	uuid	psm.purchase_orders	03_purchase_orders.sql	identifiers
avg_order_value	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
avg_unit_price	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
cost_amount	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
created_at	timestamp	bim.sales_analytics	03_sales_analytics.sql	temporal
created_by	uuid	bim.sales_analytics	03_sales_analytics.sql	audit
currency	varchar	bim.sales_analytics	03_sales_analytics.sql	uncategorized
customer_id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
customer_segment	varchar	bim.sales_analytics	03_sales_analytics.sql	uncategorized
department_id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
discount_amount	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
exchange_rate	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
fiscal_year	varchar	bim.sales_analytics	03_sales_analytics.sql	uncategorized
gross_profit	decimal	bim.sales_analytics	03_sales_analytics.sql	uncategorized
gross_profit_rate	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
is_deleted	boolean	bim.sales_analytics	03_sales_analytics.sql	booleans
item_category_id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
item_id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
mom_growth_rate	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
order_count	integer	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
period	varchar	bim.sales_analytics	03_sales_analytics.sql	uncategorized
quarter	varchar	bim.sales_analytics	03_sales_analytics.sql	uncategorized
region_code	varchar	bim.sales_analytics	03_sales_analytics.sql	identifiers
return_amount	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
return_qty	integer	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
sales_amount	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
sales_person_id	uuid	bim.sales_analytics	03_sales_analytics.sql	identifiers
sales_qty	integer	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
updated_at	timestamp	bim.sales_analytics	03_sales_analytics.sql	temporal
updated_by	uuid	bim.sales_analytics	03_sales_analytics.sql	audit
yoy_growth_rate	decimal	bim.sales_analytics	03_sales_analytics.sql	amounts_numbers
created_at	timestamp	srm.sales_orders	03_sales_orders.sql	temporal
created_by	uuid	srm.sales_orders	03_sales_orders.sql	audit
currency	varchar	srm.sales_orders	03_sales_orders.sql	uncategorized
customer_id	uuid	srm.sales_orders	03_sales_orders.sql	identifiers
delivery_date	date	srm.sales_orders	03_sales_orders.sql	temporal
doc_date	date	srm.sales_orders	03_sales_orders.sql	temporal
id	uuid	srm.sales_orders	03_sales_orders.sql	identifiers
is_deleted	boolean	srm.sales_orders	03_sales_orders.sql	booleans
payment_terms	varchar	srm.sales_orders	03_sales_orders.sql	uncategorized
sales_person_id	uuid	srm.sales_orders	03_sales_orders.sql	identifiers
so_code	varchar	srm.sales_orders	03_sales_orders.sql	identifiers
status	varchar	srm.sales_orders	03_sales_orders.sql	status_workflow
total_amount	decimal	srm.sales_orders	03_sales_orders.sql	amounts_numbers
updated_at	timestamp	srm.sales_orders	03_sales_orders.sql	temporal
updated_by	uuid	srm.sales_orders	03_sales_orders.sql	audit
warehouse_id	uuid	srm.sales_orders	03_sales_orders.sql	identifiers
created_at	timestamp	asm.service_parts	03_service_parts.sql	temporal
created_by	uuid	asm.service_parts	03_service_parts.sql	audit
id	uuid	asm.service_parts	03_service_parts.sql	identifiers
is_deleted	boolean	asm.service_parts	03_service_parts.sql	booleans
notes	text	asm.service_parts	03_service_parts.sql	uncategorized
part_code	varchar	asm.service_parts	03_service_parts.sql	identifiers
part_condition	varchar	asm.service_parts	03_service_parts.sql	uncategorized
part_name	varchar	asm.service_parts	03_service_parts.sql	text_strings
product_id	uuid	asm.service_parts	03_service_parts.sql	identifiers
qty	integer	asm.service_parts	03_service_parts.sql	uncategorized
serial_number	varchar	asm.service_parts	03_service_parts.sql	identifiers
service_request_id	uuid	asm.service_parts	03_service_parts.sql	identifiers
total_cost	decimal	asm.service_parts	03_service_parts.sql	uncategorized
unit_cost	decimal	asm.service_parts	03_service_parts.sql	uncategorized
updated_at	timestamp	asm.service_parts	03_service_parts.sql	temporal
updated_by	uuid	asm.service_parts	03_service_parts.sql	audit
warranty_months	integer	asm.service_parts	03_service_parts.sql	uncategorized
category	varchar	adm.settings	03_settings.sql	uncategorized
created_at	timestamp	adm.settings	03_settings.sql	temporal
created_by	uuid	adm.settings	03_settings.sql	audit
default_value	text	adm.settings	03_settings.sql	amounts_numbers
description	text	adm.settings	03_settings.sql	text_strings
id	uuid	adm.settings	03_settings.sql	identifiers
is_active	boolean	adm.settings	03_settings.sql	booleans
is_encrypted	boolean	adm.settings	03_settings.sql	booleans
is_system	boolean	adm.settings	03_settings.sql	booleans
key	varchar	adm.settings	03_settings.sql	uncategorized
updated_at	timestamp	adm.settings	03_settings.sql	temporal
updated_by	uuid	adm.settings	03_settings.sql	audit
value	text	adm.settings	03_settings.sql	uncategorized
value_type	varchar	adm.settings	03_settings.sql	status_workflow
ON	other	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
ON	other	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
REFERENCES	other	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
REFERENCES	other	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
aisle_code	varchar	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
barcode	varchar	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
bin_code	varchar	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
capacity_units	integer	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
capacity_volume	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
capacity_weight	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
created_at	timestamp	wms.warehouse_locations	03_warehouse_locations.sql	temporal
created_by	uuid	wms.warehouse_locations	03_warehouse_locations.sql	audit
depth_cm	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
description	text	wms.warehouse_locations	03_warehouse_locations.sql	text_strings
full_path	varchar	wms.warehouse_locations	03_warehouse_locations.sql	text_strings
height_cm	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
humidity_max	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
humidity_min	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
id	uuid	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
is_damaged_area	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
is_deleted	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
is_pickable	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
is_quarantine	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
is_receivable	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
is_virtual	boolean	wms.warehouse_locations	03_warehouse_locations.sql	booleans
level_depth	integer	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
location_code	varchar	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
location_name	varchar	wms.warehouse_locations	03_warehouse_locations.sql	text_strings
location_type	varchar	wms.warehouse_locations	03_warehouse_locations.sql	status_workflow
notes	text	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
parent_id	uuid	wms.warehouse_locations	03_warehouse_locations.sql	identifiers,relations
picking_priority	integer	wms.warehouse_locations	03_warehouse_locations.sql	status_workflow
rack_code	varchar	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
rfid_tag	varchar	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
sort_order	integer	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
status	varchar	wms.warehouse_locations	03_warehouse_locations.sql	status_workflow
temperature_max	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
temperature_min	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
updated_at	timestamp	wms.warehouse_locations	03_warehouse_locations.sql	temporal
updated_by	uuid	wms.warehouse_locations	03_warehouse_locations.sql	audit
warehouse_id	uuid	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
width_cm	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
x_coordinate	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
y_coordinate	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
z_coordinate	decimal	wms.warehouse_locations	03_warehouse_locations.sql	uncategorized
zone_code	varchar	wms.warehouse_locations	03_warehouse_locations.sql	identifiers
condition_rule	json	com.workflows	03_workflows.sql	uncategorized
created_at	timestamp	com.workflows	03_workflows.sql	temporal
created_by	uuid	com.workflows	03_workflows.sql	audit
description	text	com.workflows	03_workflows.sql	text_strings
document_type	varchar	com.workflows	03_workflows.sql	status_workflow
escalation_enabled	boolean	com.workflows	03_workflows.sql	uncategorized
escalation_hours	integer	com.workflows	03_workflows.sql	uncategorized
id	uuid	com.workflows	03_workflows.sql	identifiers
is_active	boolean	com.workflows	03_workflows.sql	booleans
is_default	boolean	com.workflows	03_workflows.sql	booleans
is_deleted	boolean	com.workflows	03_workflows.sql	booleans
max_amount	decimal	com.workflows	03_workflows.sql	amounts_numbers
min_amount	decimal	com.workflows	03_workflows.sql	amounts_numbers
module_code	varchar	com.workflows	03_workflows.sql	identifiers
notes	text	com.workflows	03_workflows.sql	uncategorized
notification_enabled	boolean	com.workflows	03_workflows.sql	uncategorized
priority	integer	com.workflows	03_workflows.sql	status_workflow
updated_at	timestamp	com.workflows	03_workflows.sql	temporal
updated_by	uuid	com.workflows	03_workflows.sql	audit
version	integer	com.workflows	03_workflows.sql	uncategorized
workflow_code	varchar	com.workflows	03_workflows.sql	identifiers
workflow_name	varchar	com.workflows	03_workflows.sql	text_strings
workflow_name_en	varchar	com.workflows	03_workflows.sql	uncategorized
ar_code	varchar	fim.accounts_receivable	04_accounts_receivable.sql	identifiers
collection_notes	text	fim.accounts_receivable	04_accounts_receivable.sql	uncategorized
collection_status	varchar	fim.accounts_receivable	04_accounts_receivable.sql	status_workflow
created_at	timestamp	fim.accounts_receivable	04_accounts_receivable.sql	temporal
created_by	uuid	fim.accounts_receivable	04_accounts_receivable.sql	audit
currency	varchar	fim.accounts_receivable	04_accounts_receivable.sql	uncategorized
customer_id	uuid	fim.accounts_receivable	04_accounts_receivable.sql	identifiers
discount_amount	decimal	fim.accounts_receivable	04_accounts_receivable.sql	amounts_numbers
doc_date	date	fim.accounts_receivable	04_accounts_receivable.sql	temporal
due_date	date	fim.accounts_receivable	04_accounts_receivable.sql	temporal
id	uuid	fim.accounts_receivable	04_accounts_receivable.sql	identifiers
invoice_amount	decimal	fim.accounts_receivable	04_accounts_receivable.sql	amounts_numbers
invoice_number	varchar	fim.accounts_receivable	04_accounts_receivable.sql	identifiers
is_deleted	boolean	fim.accounts_receivable	04_accounts_receivable.sql	booleans
last_payment_date	date	fim.accounts_receivable	04_accounts_receivable.sql	temporal
outstanding_amount	decimal	fim.accounts_receivable	04_accounts_receivable.sql	amounts_numbers
overdue_days	integer	fim.accounts_receivable	04_accounts_receivable.sql	uncategorized
paid_amount	decimal	fim.accounts_receivable	04_accounts_receivable.sql	amounts_numbers
payment_terms	varchar	fim.accounts_receivable	04_accounts_receivable.sql	uncategorized
reference_doc_id	uuid	fim.accounts_receivable	04_accounts_receivable.sql	identifiers
reference_doc_type	varchar	fim.accounts_receivable	04_accounts_receivable.sql	status_workflow
status	varchar	fim.accounts_receivable	04_accounts_receivable.sql	status_workflow
tax_amount	decimal	fim.accounts_receivable	04_accounts_receivable.sql	amounts_numbers
updated_at	timestamp	fim.accounts_receivable	04_accounts_receivable.sql	temporal
updated_by	uuid	fim.accounts_receivable	04_accounts_receivable.sql	audit
ON	other	apm.approval_histories	04_approval_histories.sql	uncategorized
REFERENCES	other	apm.approval_histories	04_approval_histories.sql	uncategorized
action	varchar	apm.approval_histories	04_approval_histories.sql	uncategorized
approved_at	timestamp	apm.approval_histories	04_approval_histories.sql	temporal
approver_id	uuid	apm.approval_histories	04_approval_histories.sql	identifiers
comment	text	apm.approval_histories	04_approval_histories.sql	uncategorized
created_at	timestamp	apm.approval_histories	04_approval_histories.sql	temporal
created_by	uuid	apm.approval_histories	04_approval_histories.sql	audit
id	uuid	apm.approval_histories	04_approval_histories.sql	identifiers
request_id	uuid	apm.approval_histories	04_approval_histories.sql	identifiers
step_no	integer	apm.approval_histories	04_approval_histories.sql	identifiers
category_id	uuid	pim.category_managers	04_category_managers.sql	identifiers
created_at	timestamp	pim.category_managers	04_category_managers.sql	temporal
created_by	uuid	pim.category_managers	04_category_managers.sql	audit
description	text	pim.category_managers	04_category_managers.sql	text_strings
employee_id	uuid	pim.category_managers	04_category_managers.sql	identifiers
end_date	date	pim.category_managers	04_category_managers.sql	temporal
id	uuid	pim.category_managers	04_category_managers.sql	identifiers
is_deleted	boolean	pim.category_managers	04_category_managers.sql	booleans
manager_type	varchar	pim.category_managers	04_category_managers.sql	status_workflow
notes	text	pim.category_managers	04_category_managers.sql	uncategorized
start_date	date	pim.category_managers	04_category_managers.sql	temporal
status	varchar	pim.category_managers	04_category_managers.sql	status_workflow
updated_at	timestamp	pim.category_managers	04_category_managers.sql	temporal
updated_by	uuid	pim.category_managers	04_category_managers.sql	audit
code	varchar	adm.currencies	04_currencies.sql	identifiers
created_at	timestamp	adm.currencies	04_currencies.sql	temporal
created_by	uuid	adm.currencies	04_currencies.sql	audit
decimal_places	integer	adm.currencies	04_currencies.sql	uncategorized
id	uuid	adm.currencies	04_currencies.sql	identifiers
is_active	boolean	adm.currencies	04_currencies.sql	booleans
is_base_currency	boolean	adm.currencies	04_currencies.sql	booleans
name	varchar	adm.currencies	04_currencies.sql	text_strings
name_en	varchar	adm.currencies	04_currencies.sql	uncategorized
symbol	varchar	adm.currencies	04_currencies.sql	uncategorized
updated_at	timestamp	adm.currencies	04_currencies.sql	temporal
updated_by	uuid	adm.currencies	04_currencies.sql	audit
approved_at	timestamp	hrm.employee_histories	04_employee_histories.sql	temporal
approved_by	uuid	hrm.employee_histories	04_employee_histories.sql	audit
attachment_url	varchar	hrm.employee_histories	04_employee_histories.sql	text_strings
created_at	timestamp	hrm.employee_histories	04_employee_histories.sql	temporal
created_by	uuid	hrm.employee_histories	04_employee_histories.sql	audit
effective_date	date	hrm.employee_histories	04_employee_histories.sql	temporal
employee_id	uuid	hrm.employee_histories	04_employee_histories.sql	identifiers
id	uuid	hrm.employee_histories	04_employee_histories.sql	identifiers
is_deleted	boolean	hrm.employee_histories	04_employee_histories.sql	booleans
new_base_salary	decimal	hrm.employee_histories	04_employee_histories.sql	uncategorized
new_department_id	uuid	hrm.employee_histories	04_employee_histories.sql	identifiers
new_employment_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
new_job_level	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
new_job_title	varchar	hrm.employee_histories	04_employee_histories.sql	text_strings
new_salary_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
new_status	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
new_work_location	varchar	hrm.employee_histories	04_employee_histories.sql	uncategorized
new_work_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
old_base_salary	decimal	hrm.employee_histories	04_employee_histories.sql	uncategorized
old_department_id	uuid	hrm.employee_histories	04_employee_histories.sql	identifiers
old_employment_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
old_job_level	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
old_job_title	varchar	hrm.employee_histories	04_employee_histories.sql	text_strings
old_salary_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
old_status	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
old_work_location	varchar	hrm.employee_histories	04_employee_histories.sql	uncategorized
old_work_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
order_date	date	hrm.employee_histories	04_employee_histories.sql	temporal
order_document	text	hrm.employee_histories	04_employee_histories.sql	uncategorized
order_number	varchar	hrm.employee_histories	04_employee_histories.sql	identifiers
order_reason	text	hrm.employee_histories	04_employee_histories.sql	uncategorized
order_type	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
status	varchar	hrm.employee_histories	04_employee_histories.sql	status_workflow
updated_at	timestamp	hrm.employee_histories	04_employee_histories.sql	temporal
updated_by	uuid	hrm.employee_histories	04_employee_histories.sql	audit
ON	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
ON	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
ON	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
REFERENCES	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
REFERENCES	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
REFERENCES	other	ivm.inventory_adjustments	04_inventory_adjustments.sql	uncategorized
adjustment_code	varchar	ivm.inventory_adjustments	04_inventory_adjustments.sql	identifiers
adjustment_date	date	ivm.inventory_adjustments	04_inventory_adjustments.sql	temporal
adjustment_qty	integer	ivm.inventory_adjustments	04_inventory_adjustments.sql	amounts_numbers
adjustment_type	varchar	ivm.inventory_adjustments	04_inventory_adjustments.sql	status_workflow
after_qty	integer	ivm.inventory_adjustments	04_inventory_adjustments.sql	amounts_numbers
approved_at	timestamp	ivm.inventory_adjustments	04_inventory_adjustments.sql	temporal
approved_by	uuid	ivm.inventory_adjustments	04_inventory_adjustments.sql	audit
before_qty	integer	ivm.inventory_adjustments	04_inventory_adjustments.sql	amounts_numbers
completed_at	timestamp	ivm.inventory_adjustments	04_inventory_adjustments.sql	temporal
created_at	timestamp	ivm.inventory_adjustments	04_inventory_adjustments.sql	temporal
created_by	uuid	ivm.inventory_adjustments	04_inventory_adjustments.sql	audit
id	uuid	ivm.inventory_adjustments	04_inventory_adjustments.sql	identifiers
location_id	uuid	ivm.inventory_adjustments	04_inventory_adjustments.sql	identifiers
lot_number	varchar	ivm.inventory_adjustments	04_inventory_adjustments.sql	identifiers
